PersonDOB,PersonAge,NumFollowers,,
10/19/1975,45,165000,,
11/26/1999,21,908997,,
10/7/1962,58,222258,,
3/1/2004,17,158931,,
4/16/2000,21,2134,,
3/4/1989,32,970870,,
12/27/1987,33,492564,,
11/27/2008,12,426446,,
12/31/2003,17,183591,,
12/29/1961,59,588511,,
5/31/2014,7,487561,,
9/14/1990,31,295583,,
9/26/1973,47,738960,,
5/17/1996,25,278127,,
3/27/1992,29,447096,,
5/9/1997,24,337849,,
12/22/1970,50,218980,,
12/22/1988,32,361239,,
5/26/1993,28,751845,,
1/28/2003,18,263926,,
12/10/2007,13,882730,,
11/13/2000,20,95983,,
4/30/2009,12,562840,,
7/19/2002,19,516513,,
10/10/1998,22,556717,,
9/21/1983,38,995708,,
8/13/1980,41,269204,,
1/22/1974,47,421403,,
7/21/1956,65,95929,,
6/12/1963,58,932608,,
10/27/1991,29,389145,,
1/26/1968,53,251828,,
6/27/1963,58,49711,,
10/1/1960,60,174056,,
12/19/2009,11,791486,,
8/7/2008,13,163320,,
10/16/1980,40,559453,,
2/26/1996,25,770905,,
10/6/2006,14,494702,,
6/15/1974,47,475707,,
3/19/2003,18,770630,,
5/5/1979,42,316999,,
11/4/1964,56,587768,,
11/10/1958,62,207759,,
11/21/1991,29,259631,,
4/4/1988,33,163576,,
9/10/1998,23,49149,,
4/26/1984,37,381582,,
5/19/2009,12,305535,,
7/11/1963,58,40740,,
4/28/1996,25,526096,,
11/24/2014,6,15858,,
1/14/1959,62,464262,,
10/7/1995,25,693732,,
6/24/1980,41,272557,,
11/3/1994,26,54156,,
5/23/1957,64,945226,,
3/16/1999,22,574600,,
2/27/1987,34,628,,
1/28/2010,11,744322,,
5/19/1996,25,971045,,
2/21/1962,59,19157,,
9/5/1971,50,953328,,
5/31/1962,59,628850,,
12/21/1989,31,314701,,
8/26/2015,6,242669,,
12/23/1968,52,925236,,
4/11/1970,51,295071,,
10/16/1991,29,469057,,
7/17/1970,51,691044,,
6/11/1963,58,131766,,
5/17/1979,42,287905,,
11/3/1996,24,841152,,
11/14/1996,24,713335,,
8/18/1979,42,652583,,
5/5/1972,49,339401,,
3/25/1965,56,370095,,
9/27/1984,36,831358,,
7/10/1974,47,736628,,
9/29/1975,45,203470,,
10/23/2003,17,609329,,
4/10/1995,26,188473,,
5/25/2003,18,650422,,
9/13/1988,33,46637,,
7/30/1984,37,292141,,
6/25/2002,19,420078,,
1/14/1960,61,750306,,
8/14/1974,47,382696,,
10/4/1959,61,33353,,
12/4/1958,62,489401,,
12/2/1992,28,502717,,
8/31/1981,40,119660,,
10/14/1956,64,344752,,
8/13/1991,30,793386,,
11/13/1981,39,861143,,
2/28/1960,61,776376,,
3/21/1996,25,964553,,
5/13/2013,8,637073,,
12/23/1973,47,309907,,
3/6/1961,60,313721,,
5/22/1983,38,764604,,
9/11/1994,27,133783,,
2/18/1981,40,678152,,
6/3/1961,60,701074,,
5/22/1976,45,348837,,
7/15/1990,31,463562,,
3/30/2015,6,666897,,
2/22/2008,13,540749,,
5/13/1995,26,367550,,
10/26/2004,16,54045,,
9/9/2004,17,201404,,
3/22/1964,57,67071,,
1/21/1983,38,942650,,
9/23/1970,51,217899,,
12/14/1965,55,662341,,
1/11/1981,40,511086,,
11/22/1972,48,55452,,
7/14/1992,29,319479,,
7/27/2015,6,697970,,
11/12/1993,27,922783,,
11/10/1963,57,860900,,
3/10/1992,29,947764,,
3/21/1979,42,265467,,
11/25/1995,25,74953,,
1/30/1988,33,451052,,
10/20/2000,20,964493,,
9/23/1977,44,380087,,
9/2/2004,17,856924,,
1/10/2015,6,787388,,
5/27/1977,44,708422,,
9/23/2006,14,194647,,
10/20/1999,21,526572,,
12/23/2004,16,594001,,
8/16/2009,12,340128,,
12/7/1993,27,25611,,
6/12/1979,42,584834,,
10/17/1972,48,191941,,
8/6/1995,26,999502,,
8/9/1995,26,200979,,
7/13/1963,58,432785,,
9/1/2011,10,168647,,
5/2/1964,57,54414,,
10/9/1962,58,70871,,
2/6/1983,38,489283,,
10/23/1971,49,565439,,
4/28/1984,37,678094,,
7/29/1995,26,993293,,
11/7/2013,7,479832,,
10/5/2000,20,597893,,
8/1/1993,28,301640,,
5/12/1994,27,930347,,
11/26/1994,26,860835,,
6/14/2013,8,483449,,
6/13/2007,14,504943,,
11/16/2011,9,798021,,
9/26/2013,7,804250,,
10/9/1991,29,386099,,
8/3/1956,65,894642,,
9/8/1982,39,600958,,
6/13/1983,38,703390,,
8/5/1999,22,295519,,
9/2/1984,37,242241,,
2/9/2014,7,797491,,
10/1/1967,53,571641,,
11/10/2004,16,924124,,
9/17/1973,48,23278,,
12/20/2007,13,50679,,
11/15/1972,48,960370,,
12/1/2000,20,585443,,
5/16/1987,34,629841,,
8/4/1991,30,757581,,
12/13/2006,14,305573,,
10/28/2014,6,240102,,
5/17/1984,37,213360,,
5/2/2005,16,324099,,
10/16/1982,38,412887,,
2/9/2000,21,278983,,
8/10/2009,12,169662,,
12/27/2001,19,884297,,
11/17/1985,35,750180,,
11/22/1996,24,882592,,
6/3/1999,22,559787,,
10/14/2008,12,863853,,
12/24/1959,61,889151,,
2/4/2011,10,781515,,
4/21/2004,17,316646,,
12/16/1965,55,915548,,
11/1/1999,21,176071,,
11/22/1982,38,983243,,
5/19/2001,20,453255,,
9/18/2007,13,154597,,
3/17/2005,16,31118,,
8/21/2002,19,605319,,
6/19/1978,43,830030,,
5/20/1992,29,881016,,
9/16/2006,15,722144,,
4/22/1983,38,204112,,
2/20/1972,49,572509,,
6/1/2004,17,120690,,
1/31/1983,38,970283,,
10/26/1998,22,137905,,
12/14/1987,33,442042,,
10/14/1977,43,530722,,
11/28/1978,42,415877,,
2/21/2006,15,959154,,
3/1/1987,34,237645,,
11/19/1978,42,110167,,
9/21/1960,61,424660,,
6/19/1996,25,695194,,
6/15/1973,48,977354,,
11/23/1955,65,489272,,
12/30/2010,10,648965,,
5/9/1991,30,248141,,
3/23/1980,41,919278,,
3/9/1993,28,195524,,
8/13/1983,38,429642,,
3/13/1976,45,411721,,
2/28/1960,61,35962,,
6/26/1961,60,21333,,
3/27/1993,28,290095,,
8/16/2006,15,466049,,
1/14/1965,56,922808,,
5/19/2010,11,740461,,
7/5/1974,47,856025,,
12/12/1965,55,501216,,
10/14/1958,62,563737,,
6/17/1985,36,233204,,
7/13/2009,12,673370,,
3/5/1978,43,156381,,
8/16/2010,11,250759,,
8/6/1968,53,649819,,
2/7/1957,64,852189,,
4/27/2004,17,101138,,
9/4/1986,35,620283,,
2/3/1992,29,163742,,
4/4/1980,41,440942,,
1/22/2013,8,707976,,
2/27/1973,48,548655,,
7/15/1969,52,79401,,
5/15/1975,46,527781,,
12/25/1958,62,361755,,
8/19/2004,17,151241,,
4/15/1986,35,630067,,
5/19/1974,47,899289,,
1/11/1982,39,356613,,
10/5/2009,11,281784,,
8/9/1998,23,794822,,
6/1/1973,48,558118,,
10/9/2004,16,691882,,
2/16/2012,9,507530,,
6/22/1980,41,576791,,
10/13/1975,45,987021,,
2/16/1969,52,879667,,
5/25/1979,42,640264,,
2/19/1987,34,542800,,
7/24/1977,44,771198,,
6/15/2006,15,62335,,
10/10/1957,63,554023,,
1/28/1989,32,705218,,
7/31/1963,58,959037,,
8/13/1984,37,879439,,
6/16/2014,7,215655,,
8/8/1975,46,106328,,
4/19/2004,17,368595,,
3/3/1984,37,38390,,
2/10/1970,51,786584,,
9/30/1984,36,109524,,
9/6/1996,25,775293,,
12/24/1957,63,854537,,
4/5/1962,59,531341,,
8/19/1991,30,533694,,
1/4/1990,31,866742,,
10/20/1986,34,958067,,
6/18/2014,7,431711,,
1/4/2007,14,437421,,
7/15/1982,39,274652,,
10/18/2008,12,109600,,
11/12/2000,20,804241,,
8/1/2003,18,505021,,
8/23/1961,60,538780,,
11/11/1982,38,794772,,
8/6/1958,63,520860,,
7/16/1964,57,208511,,
4/3/1998,23,775531,,
8/31/1963,58,795801,,
3/20/2005,16,246145,,
10/9/1995,25,45756,,
12/15/1979,41,111103,,
3/29/1964,57,133362,,
6/22/2007,14,622844,,
6/15/1982,39,490733,,
10/19/1995,25,153893,,
4/17/1993,28,211779,,
9/23/1967,54,438691,,
11/14/1982,38,181532,,
2/6/1978,43,774342,,
12/10/1985,35,184398,,
5/28/1974,47,647642,,
9/23/1975,46,602998,,
1/15/2005,16,642067,,
5/10/2002,19,554782,,
10/22/2011,9,439500,,
11/1/1987,33,509756,,
9/10/1970,51,250727,,
6/23/1978,43,574137,,
6/29/1979,42,779873,,
5/1/2004,17,750501,,
2/2/1977,44,901226,,
2/9/1999,22,973517,,
11/11/2009,11,984710,,
2/9/1959,62,388040,,
8/13/1976,45,688278,,
6/8/1985,36,436597,,
8/13/1978,43,550619,,
1/25/2000,21,440482,,
8/19/1975,46,695801,,
6/12/1995,26,553828,,
9/14/1995,26,903361,,
7/12/1984,37,395173,,
11/3/1958,62,976728,,
11/23/1979,41,59827,,
3/29/2004,17,772812,,
5/11/1988,33,970316,,
8/25/1972,49,784124,,
11/12/1956,64,209261,,
9/10/1978,43,844661,,
9/5/1981,40,322947,,
10/10/2001,19,969572,,
10/26/2002,18,354659,,
2/28/2011,10,863571,,
12/21/1976,44,677926,,
4/14/2001,20,241017,,
6/12/2010,11,190757,,
2/4/1977,44,343156,,
8/26/1959,62,854589,,
4/9/1983,38,849175,,
9/10/1974,47,381826,,
11/10/1955,65,129124,,
1/23/1975,46,751468,,
8/4/1990,31,288951,,
1/10/1995,26,795067,,
12/20/1980,40,576672,,
2/12/1958,63,979082,,
8/22/1963,58,430970,,
5/25/1982,39,63091,,
1/23/2009,12,620076,,
2/20/2015,6,395238,,
2/19/1998,23,957153,,
12/10/2011,9,942572,,
2/24/1968,53,962202,,
1/9/1982,39,56813,,
12/12/1998,22,462174,,
4/23/1966,55,993075,,
9/1/2005,16,286480,,
10/23/1983,37,560737,,
5/27/1980,41,888477,,
1/6/1967,54,346897,,
11/30/1977,43,744632,,
2/5/1982,39,238929,,
9/11/1977,44,893801,,
12/22/1956,64,800740,,
8/11/1967,54,564680,,
4/8/2000,21,590946,,
8/31/2002,19,251746,,
5/30/1959,62,280286,,
10/14/1987,33,672812,,
3/6/1959,62,17916,,
12/12/2006,14,828285,,
8/22/1977,44,316153,,
7/2/1962,59,991729,,
9/24/1970,51,446962,,
1/15/1973,48,440842,,
2/28/1984,37,694505,,
5/16/1966,55,180676,,
2/17/2015,6,94888,,
11/6/1980,40,850496,,
9/28/2003,17,802809,,
4/10/1979,42,935564,,
10/13/1978,42,903808,,
3/31/1960,61,451089,,
7/29/1961,60,265673,,
3/20/1966,55,559157,,
1/26/1960,61,312122,,
1/17/2009,12,871195,,
2/14/1958,63,493416,,
12/6/1987,33,232032,,
2/18/1977,44,295215,,
9/2/1965,56,213211,,
9/12/2008,13,34726,,
1/6/1981,40,325868,,
10/23/1957,63,231743,,
1/18/1966,55,137117,,
3/6/2008,13,456344,,
5/11/1988,33,693542,,
4/27/1971,50,79813,,
10/26/1967,53,248350,,
11/12/1956,64,868080,,
3/9/2008,13,280206,,
8/6/1989,32,589182,,
9/12/1974,47,696755,,
8/19/2009,12,657050,,
9/19/1991,30,167806,,
3/2/1977,44,263005,,
3/22/1984,37,533623,,
8/10/2004,17,945370,,
6/20/1977,44,205447,,
2/1/1976,45,321666,,
11/25/1958,62,588606,,
4/19/1967,54,212011,,
6/7/1969,52,764886,,
11/28/1981,39,505448,,
6/24/1962,59,686555,,
1/23/1957,64,61643,,
2/28/1965,56,915764,,
10/2/1973,47,557001,,
5/30/1970,51,204210,,
9/3/2013,8,18402,,
1/18/1984,37,213296,,
6/10/1971,50,40289,,
3/22/1982,39,275293,,
10/5/1991,29,756855,,
10/31/1980,40,333604,,
10/14/1962,58,406705,,
11/14/1978,42,850569,,
5/1/1963,58,940217,,
2/1/1962,59,273938,,
1/21/1970,51,439481,,
9/24/1984,36,213557,,
3/23/1992,29,63631,,
7/24/1978,43,768233,,
1/3/1983,38,193059,,
10/7/1981,39,918496,,
4/8/1962,59,494838,,
2/17/1970,51,731683,,
3/8/2000,21,749047,,
9/3/2000,21,304443,,
2/20/1993,28,581994,,
3/28/1960,61,461613,,
8/31/1985,36,420467,,
4/28/1966,55,351048,,
12/15/1998,22,863580,,
5/8/2014,7,694984,,
11/20/1982,38,486924,,
10/12/1955,65,704123,,
8/7/1990,31,265989,,
1/16/1987,34,930029,,
9/21/1975,46,551604,,
5/10/2013,8,284670,,
3/29/1999,22,103847,,
2/15/1973,48,279249,,
10/9/1960,60,458570,,
3/17/1999,22,692129,,
7/15/1980,41,469619,,
3/26/1992,29,579425,,
2/15/1989,32,400156,,
8/30/1980,41,182653,,
9/22/2004,16,328941,,
5/13/1988,33,95911,,
11/1/1976,44,28596,,
6/15/1970,51,127827,,
7/24/2004,17,440828,,
5/17/1986,35,705036,,
2/4/2001,20,760259,,
10/26/1974,46,829640,,
3/18/1996,25,47148,,
6/2/1973,48,886898,,
1/23/1973,48,429602,,
4/24/1983,38,414737,,
10/8/1957,63,978276,,
6/20/1977,44,633641,,
4/5/1963,58,532372,,
12/30/1970,50,33127,,
3/24/1973,48,719812,,
2/15/1971,50,305588,,
6/24/2007,14,515339,,
1/19/1994,27,768084,,
7/2/1993,28,690554,,
8/7/1963,58,886027,,
3/2/1977,44,851007,,
3/31/1973,48,821410,,
9/14/2006,15,816950,,
3/1/1988,33,441917,,
2/10/1987,34,973128,,
4/9/1999,22,425350,,
2/12/1985,36,438968,,
10/18/1986,34,202527,,
8/17/1997,24,934903,,
9/9/1975,46,97951,,
5/28/1974,47,745444,,
9/27/2011,9,659890,,
3/20/1984,37,394156,,
10/8/1998,22,895265,,
5/12/1957,64,983462,,
6/10/1957,64,331385,,
2/7/1995,26,750673,,
5/6/2007,14,515371,,
1/26/1958,63,945606,,
10/18/2013,7,531755,,
6/13/1961,60,380936,,
11/9/2001,19,453564,,
3/6/2013,8,600203,,
10/7/1984,36,650934,,
7/13/1968,53,465972,,
2/1/1991,30,161086,,
9/4/2009,12,585042,,
2/11/1974,47,234545,,
1/25/2003,18,715061,,
4/18/1975,46,209018,,
4/17/1961,60,338669,,
5/13/1969,52,651828,,
5/7/2008,13,26643,,
9/7/1989,32,113233,,
8/12/1981,40,467935,,
5/18/1977,44,769440,,
6/1/2012,9,106507,,
10/14/2011,9,202311,,
4/15/1971,50,875630,,
8/31/1975,46,567875,,
7/4/1979,42,501117,,
2/14/2008,13,268017,,
2/11/2014,7,483576,,
5/12/1961,60,57478,,
12/8/1992,28,153244,,
2/24/2000,21,427519,,
11/29/1991,29,892392,,
2/13/1958,63,92550,,
3/13/2003,18,717407,,
5/25/2001,20,417924,,
9/1/1959,62,436287,,
8/3/2006,15,298172,,
1/7/2000,21,802262,,
7/18/1979,42,656448,,
11/22/1984,36,344221,,
6/28/2013,8,855645,,
11/9/1967,53,766723,,
3/7/1972,49,519858,,
4/13/2006,15,995925,,
11/5/1968,52,777467,,
5/27/1971,50,387205,,
10/1/2012,8,115271,,
11/27/2003,17,924213,,
5/7/1956,65,784788,,
6/13/1993,28,285014,,
4/18/1973,48,920218,,
9/22/1997,23,118222,,
2/19/2006,15,702139,,
5/12/1989,32,609207,,
5/19/2013,8,529908,,
6/28/1988,33,193405,,
9/29/1959,62,597464,,
9/1/1998,23,835308,,
2/24/1967,54,263110,,
5/20/1983,38,900760,,
4/7/1995,26,135758,,
5/19/1957,64,211174,,
9/19/1992,29,513857,,
1/24/1983,38,313332,,
12/22/1995,25,945130,,
1/26/1982,39,230362,,
1/22/1963,58,557449,,
8/9/2001,20,17804,,
9/17/2005,16,571270,,
6/22/1975,46,961842,,
10/10/1960,60,184695,,
6/6/1978,43,498441,,
6/11/1956,65,395923,,
5/23/2012,9,194431,,
7/4/1979,42,726098,,
4/9/1973,48,506882,,
3/9/1963,58,946319,,
9/5/1995,26,352197,,
1/1/1974,47,127812,,
8/25/1974,47,968322,,
12/13/1966,54,896428,,
2/6/1975,46,746742,,
4/10/2005,16,820429,,
4/23/1963,58,534173,,
11/28/1960,60,578573,,
10/10/1976,44,635153,,
3/3/2006,15,761194,,
6/1/1964,57,987598,,
4/8/1989,32,403701,,
4/6/1977,44,255778,,
8/16/1975,46,236813,,
3/13/2008,13,519373,,
2/24/2003,18,362299,,
9/19/2008,12,684393,,
10/26/2000,20,209223,,
3/6/1978,43,499648,,
6/1/2014,7,435469,,
12/31/1958,62,766232,,
1/6/1992,29,238657,,
2/12/1983,38,130631,,
5/29/2010,11,48110,,
3/23/2002,19,391135,,
1/24/1990,31,846976,,
12/19/1968,52,658268,,
12/19/2010,10,644941,,
11/2/1970,50,575653,,
5/2/1997,24,493545,,
7/19/1994,27,593154,,
8/26/1986,35,541461,,
3/30/1984,37,688580,,
1/7/2009,12,585393,,
2/4/1964,57,979420,,
9/9/1963,58,516467,,
4/12/2000,21,28038,,
8/7/1982,39,509036,,
1/11/1960,61,796213,,
9/27/2005,15,647487,,
8/22/2011,10,133322,,
12/16/1988,32,396309,,
11/6/1993,27,531528,,
4/15/1975,46,46337,,
2/27/1994,27,357049,,
5/19/1977,44,254670,,
12/28/1971,49,906963,,
11/18/1974,46,267085,,
4/21/1980,41,62664,,
4/23/1956,65,82445,,
12/13/1991,29,129739,,
3/20/1997,24,242428,,
9/4/1962,59,937875,,
7/31/2006,15,970156,,
6/29/1978,43,290173,,
5/31/1956,65,234014,,
4/18/2004,17,122932,,
3/23/1960,61,174202,,
6/21/1976,45,390725,,
8/26/2015,6,514242,,
6/2/1962,59,117306,,
3/12/1956,65,310238,,
1/15/1994,27,256404,,
3/28/1969,52,53066,,
2/17/1976,45,259050,,
2/1/1993,28,204600,,
7/3/1968,53,638975,,
4/23/1980,41,998084,,
8/21/1965,56,71740,,
9/23/1972,49,200508,,
4/11/2014,7,308534,,
3/13/2013,8,921011,,
1/20/2007,14,122736,,
10/19/2003,17,682257,,
9/23/1982,39,389221,,
8/26/1989,32,89324,,
8/12/1977,44,183783,,
6/5/1984,37,234909,,
2/5/1969,52,843675,,
10/13/2014,6,378587,,
4/13/1968,53,443555,,
6/30/1978,43,474247,,
8/20/1962,59,911402,,
2/27/1958,63,284576,,
9/18/1991,30,382707,,
11/8/1976,44,124138,,
2/6/2009,12,549813,,
5/17/1987,34,444768,,
4/24/1996,25,357625,,
12/24/1992,28,153853,,
8/29/2005,16,60269,,
3/30/1976,45,86954,,
5/2/1981,40,968617,,
7/17/1970,51,663538,,
5/30/1963,58,859560,,
8/10/2009,12,26106,,
6/24/1995,26,799045,,
3/31/1996,25,570897,,
4/22/1962,59,477908,,
3/8/1957,64,877366,,
6/4/1963,58,34678,,
5/1/1957,64,924994,,
11/20/1996,24,549329,,
3/9/1971,50,127146,,
9/29/2010,10,723206,,
4/27/1956,65,338471,,
3/11/2009,12,99434,,
8/14/2006,15,808166,,
11/2/1958,62,852378,,
3/16/1969,52,947786,,
11/27/1960,60,384298,,
8/15/2012,9,680610,,
4/14/1981,40,539699,,
8/20/1995,26,640103,,
12/25/1996,24,365062,,
1/4/2011,10,922287,,
9/17/2001,20,867737,,
3/6/1988,33,428886,,
10/9/1971,49,209102,,
12/24/1979,41,837292,,
4/25/1976,45,298622,,
11/11/2006,14,168662,,
8/1/1970,51,532299,,
3/8/1959,62,804494,,
7/31/2005,16,567760,,
1/14/1985,36,272218,,
3/31/1985,36,242286,,
7/17/1979,42,737009,,
5/29/1987,34,771510,,
6/16/2012,9,568981,,
3/25/1969,52,379518,,
2/14/1979,42,553835,,
6/2/1960,61,211714,,
1/21/1965,56,73243,,
5/8/1996,25,213587,,
4/9/1969,52,541497,,
11/16/1962,58,141708,,
9/12/2014,7,185220,,
4/5/1978,43,973574,,
3/10/1996,25,620760,,
10/30/1969,51,332451,,
9/15/1985,36,11859,,
6/27/2008,13,996680,,
3/3/1958,63,458809,,
5/17/1962,59,204751,,
12/18/1980,40,297966,,
5/22/1996,25,537399,,
8/5/1981,40,220444,,
9/23/1976,45,835668,,
8/2/2014,7,28244,,
1/18/1956,65,751839,,
8/23/2002,19,368003,,
1/19/2010,11,841077,,
9/1/1961,60,752132,,
3/1/2011,10,780314,,
7/13/1979,42,752938,,
6/28/1978,43,719499,,
11/9/1980,40,784904,,
2/14/2012,9,611148,,
9/11/1975,46,579933,,
8/19/1958,63,784623,,
10/22/1962,58,313686,,
4/17/1972,49,789925,,
12/3/2011,9,51343,,
1/18/1965,56,266809,,
1/21/1978,43,777516,,
9/21/1995,25,232693,,
2/9/1996,25,807597,,
9/11/1967,54,763683,,
2/16/2013,8,39278,,
2/7/1999,22,391018,,
10/20/2007,13,427209,,
11/25/1982,38,24970,,
10/22/2010,10,323256,,
6/19/1981,40,479253,,
4/13/1961,60,248046,,
7/13/2003,18,144494,,
9/12/1978,43,43377,,
11/15/2006,14,136202,,
6/30/1994,27,68632,,
7/26/1974,47,182548,,
2/1/2002,19,629625,,
1/17/1960,61,709528,,
6/6/2000,21,877879,,
5/6/1999,22,709258,,
3/9/1961,60,814782,,
4/18/2012,9,40798,,
9/20/1959,62,364186,,
7/19/1979,42,799060,,
1/28/1972,49,610153,,
8/4/2008,13,493334,,
3/30/1996,25,463620,,
4/15/1978,43,574427,,
6/29/1959,62,742494,,
11/22/2013,7,301855,,
6/24/1987,34,713344,,
1/5/1981,40,377958,,
4/17/2010,11,932839,,
10/15/1960,60,227843,,
2/21/2007,14,203703,,
2/10/1975,46,73271,,
12/29/1963,57,981690,,
8/8/1986,35,919289,,
1/7/1956,65,944666,,
11/3/2010,10,931304,,
1/19/2011,10,196330,,
1/6/2013,8,398134,,
6/14/1991,30,825508,,
12/24/1982,38,471648,,
11/8/1985,35,977400,,
6/2/1977,44,99969,,
6/6/1973,48,297808,,
10/7/2014,6,532278,,
10/8/1993,27,121509,,
4/2/2013,8,462065,,
4/28/1996,25,558618,,
7/9/2002,19,533370,,
11/24/1964,56,391801,,
5/2/1999,22,995973,,
1/16/1982,39,664976,,
12/27/1985,35,362283,,
3/2/1968,53,98653,,
8/24/2011,10,405287,,
3/1/2003,18,851759,,
10/11/1990,30,307356,,
1/12/2013,8,459520,,
7/24/1983,38,841828,,
8/16/1998,23,547603,,
7/3/2012,9,466280,,
2/11/1995,26,243312,,
8/18/2003,18,297975,,
10/3/1982,38,656945,,
1/6/1988,33,439459,,
9/9/1976,45,959128,,
8/6/2002,19,895636,,
8/5/1984,37,920019,,
8/27/1964,57,95974,,
1/10/1974,47,364648,,
12/26/2004,16,336626,,
5/20/1997,24,646092,,
12/8/2007,13,496719,,
5/25/1986,35,678419,,
12/9/1968,52,443996,,
8/14/2006,15,822623,,
12/9/2011,9,256114,,
11/14/1981,39,773772,,
10/28/1983,37,793183,,
6/2/2000,21,426471,,
2/16/1961,60,997783,,
2/28/1967,54,345155,,
10/11/1957,63,846936,,
6/7/1964,57,578550,,
10/21/1995,25,798723,,
12/19/1966,54,520364,,
3/29/1992,29,434791,,
11/27/1960,60,824254,,
5/8/1975,46,297955,,
7/25/1959,62,934538,,
9/7/1980,41,101438,,
3/18/2003,18,575808,,
1/4/2014,7,236742,,
4/3/1965,56,861779,,
6/11/1963,58,202216,,
12/22/1996,24,333875,,
7/23/2007,14,121399,,
11/15/1955,65,334361,,
5/22/1987,34,402274,,
6/25/1995,26,235943,,
10/5/1980,40,101263,,
7/24/1960,61,863230,,
5/25/1994,27,992318,,
6/6/1997,24,32922,,
12/1/2010,10,270315,,
2/9/1962,59,92320,,
10/13/1998,22,876960,,
8/2/1996,25,316822,,
10/16/2006,14,465862,,
5/18/2004,17,401912,,
7/27/1959,62,591835,,
11/3/1974,46,542611,,
3/22/2003,18,722699,,
7/23/2007,14,875158,,
4/14/1983,38,927458,,
11/13/2014,6,143121,,
4/6/2005,16,267539,,
6/3/1964,57,658559,,
4/21/1990,31,827454,,
11/19/1976,44,206385,,
11/6/1972,48,972599,,
4/20/2015,6,283723,,
6/4/1986,35,457379,,
10/2/2007,13,875639,,
5/12/2008,13,829355,,
6/15/1961,60,102346,,
3/14/1966,55,48327,,
11/28/2003,17,428358,,
6/6/1985,36,729143,,
10/19/2008,12,707696,,
1/8/1991,30,146944,,
10/21/1975,45,907892,,
11/14/1981,39,895768,,
4/8/1961,60,215606,,
9/11/1986,35,771633,,
6/24/1959,62,588514,,
12/15/1987,33,654041,,
1/4/2006,15,702181,,
2/25/2015,6,602108,,
2/2/1966,55,113406,,
5/7/1985,36,764334,,
4/3/1956,65,940144,,
5/31/2015,6,886332,,
11/25/1985,35,904669,,
2/25/1992,29,282698,,
3/26/1960,61,321842,,
3/13/1957,64,229574,,
3/6/1982,39,965701,,
4/16/2010,11,653768,,
12/3/1963,57,998266,,
11/7/1956,64,189168,,
10/23/1973,47,844434,,
7/4/1956,65,152903,,
12/14/2013,7,667937,,
10/8/1956,64,398511,,
1/23/1980,41,135430,,
9/14/1980,41,198701,,
1/21/1966,55,486786,,
1/1/2007,14,577186,,
11/17/1980,40,251118,,
7/7/2013,8,519569,,
7/24/1963,58,724662,,
1/18/1958,63,791409,,
3/1/1974,47,158884,,
1/23/1967,54,617661,,
4/27/1959,62,791811,,
5/7/1984,37,990288,,
10/28/1965,55,671687,,
1/16/1992,29,772681,,
11/15/1997,23,610000,,
4/1/1980,41,949590,,
5/29/2011,10,512363,,
5/10/1983,38,152192,,
1/26/1965,56,912988,,
5/28/1981,40,492676,,
11/28/2001,19,220891,,
12/3/1989,31,215935,,
7/29/2013,8,425471,,
8/12/2005,16,347780,,
11/30/1964,56,705880,,
5/10/1959,62,748959,,
3/6/1963,58,854942,,
1/7/1975,46,951598,,
6/27/1981,40,693577,,
8/15/1960,61,575837,,
9/27/1960,61,295665,,
5/27/1986,35,914578,,
1/9/2010,11,835938,,
2/11/1974,47,880680,,
2/12/1963,58,822594,,
1/18/1988,33,682821,,
5/28/2013,8,986091,,
6/2/1965,56,241158,,
8/21/1966,55,205087,,
5/24/1975,46,379223,,
9/7/2003,18,120355,,
1/31/1983,38,720800,,
12/17/1993,27,111646,,
7/6/1975,46,574956,,
7/28/1995,26,234403,,
6/12/1958,63,803138,,
4/5/1986,35,851062,,
8/31/1996,25,400499,,
4/20/1996,25,418402,,
12/14/1988,32,947216,,
10/7/1961,59,839581,,
1/1/1975,46,165347,,
11/17/1974,46,72431,,
4/30/1981,40,136412,,
3/3/2010,11,29539,,
11/8/2001,19,478451,,
10/19/2013,7,204535,,
10/14/1977,43,794363,,
6/30/1991,30,162209,,
3/18/1971,50,225096,,
6/4/1994,27,12617,,
8/14/1976,45,136250,,
4/1/1995,26,95893,,
11/7/2011,9,24793,,
6/7/1990,31,766124,,
4/17/1991,30,255701,,
8/28/1991,30,650714,,
9/25/1957,64,345816,,
9/6/1963,58,341007,,
5/19/2006,15,382863,,
5/22/1967,54,496483,,
8/23/1989,32,653897,,
7/20/2015,6,531272,,
6/19/1984,37,145452,,
6/3/1991,30,606305,,
8/7/1989,32,669165,,
12/3/2008,12,983321,,
6/27/1997,24,404377,,
1/28/2011,10,228740,,
12/18/1969,51,34269,,
2/12/1996,25,257655,,
10/13/2012,8,543714,,
10/12/1964,56,151213,,
6/14/2015,6,102564,,
10/15/1967,53,880056,,
3/26/2007,14,652625,,
7/10/2008,13,157922,,
3/15/2008,13,590977,,
11/8/1996,24,21610,,
7/9/2005,16,382389,,
10/23/1981,39,948197,,
8/23/1990,31,671757,,
2/15/2015,6,68520,,
11/11/1959,61,206909,,
1/5/1986,35,671055,,
12/2/1984,36,861777,,
4/12/1986,35,548451,,
8/3/1967,54,760735,,
11/25/2002,18,157176,,
2/13/1980,41,749386,,
1/21/1992,29,960150,,
4/2/1990,31,875557,,
4/15/1991,30,411721,,
7/20/2001,20,169815,,
2/21/1994,27,812421,,
